timestamp,itemid,property,value
1.44E+12,198209,available,0
1.43E+12,123990,available,0
1.44E+12,389118,648,769062
1.44E+12,61847,189,460346 819637 843956
1.44E+12,306886,225,1066831 n21600.000 1066831 n22800.000 1066831 n10800.000 951585 558443 n21600.000 558443 n25200.000 558443 n31200.000 558443 n9600.000 558443 n10800.000 973211 1046037 n25200.000 973211 1046037 n10800.000
1.44E+12,51354,888,875827 n103356.000
1.44E+12,97879,784,769062
1.44E+12,187354,categoryid,1509
1.43E+12,162345,112,679677
1.44E+12,55364,790,n14388.000
1.44E+12,327424,available,1
1.44E+12,391289,400,n552.000 639502 n720.000 424566
1.44E+12,154413,6,726714
1.43E+12,417464,140,769062
1.43E+12,357579,678,202346
1.43E+12,253353,42,508704 n60.000
1.43E+12,21989,159,519769
1.43E+12,379520,790,n28560.000
1.43E+12,293687,1075,n1200.000 1029109
1.43E+12,137633,962,664227
1.44E+12,305760,821,1128577 126278 1279422 1241026 639502 n1080.000 424566 780542 639502 n624.000 424566 416121 639502 n840.000 424566
1.43E+12,123882,678,219473
1.43E+12,77884,790,n676320.000
1.44E+12,262159,364,532386
1.44E+12,311052,available,1
1.43E+12,443030,227,1177622 150169 516281 70966
1.44E+12,63184,790,n90840.000
1.44E+12,20388,888,466885 458330 540608
1.43E+12,137633,888,1024724 963899 992862 951748 1300851 n20.400 1135780 1284577 n207.600 1284577 n19200.000 628176 n10800.000 134030 1284577 n96.000 1187104 1284577 n12.000 1175087 n12.000 1072114 1284577 1186729 681805 1284577 618514 980588 465272 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000
1.44E+12,167271,888,1196991 1156852 992862 677128 221748 1288747 n19.200 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n24.000 1187104 1284577 n12.000 1175087 n6000.000 1187104 1284577 1186729 681805 1284577 992862 625815 1119999 1284577 1141052 n36.000 288796 1284577 250863 1154859
1.43E+12,15327,available,0
1.43E+12,37029,790,n275760.000
1.43E+12,69408,689,471783 827388
1.43E+12,242521,348,482984 1065616
1.44E+12,25427,888,97272 916731 726612 648014 1284577 575349
1.43E+12,263188,available,1
1.43E+12,285729,available,1
1.44E+12,46130,231,769062
1.43E+12,215767,categoryid,1666
1.44E+12,367667,790,n23640.000
1.44E+12,225083,581,181384
1.44E+12,396318,581,472016 1021749 181384
1.43E+12,253185,944,769062
1.44E+12,189429,678,1105798
1.43E+12,82452,720,n22800.000 10317
1.44E+12,197005,981,1305534 664227 769062
1.43E+12,392074,324,1279814 n48.000 190776
1.44E+12,375492,411,405769 784581
1.44E+12,159603,790,n17520.000
1.43E+12,439202,790,n23160.000
1.44E+12,106279,888,709821 n768.000 590055 785673 1318567
1.44E+12,259455,102,1217094 396934
1.44E+12,58194,6,107482
1.44E+12,176162,790,n31392.000
1.43E+12,313203,159,519769
1.43E+12,438182,671,769062
1.44E+12,262159,888,1051803 1059499 n713162508.000 992862 647924 728044 n25.920 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n24.000 1187104 1284577 n12.000 1175087 n3840.000 1187104 1284577 491900 1284577 992862 625815 1119999 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000 1154859
1.44E+12,24855,993,626747 21098
1.43E+12,442837,888,28266
1.44E+12,341548,202,710419 1318697
1.43E+12,157361,888,442366
1.44E+12,30513,790,n38988.000
1.44E+12,8501,636,784581
1.44E+12,77173,888,93254 877067 417038
1.43E+12,375588,790,n39000.000
1.43E+12,44054,available,1
1.43E+12,141703,811,67711
1.43E+12,13031,764,1285872
1.43E+12,37583,available,1
1.43E+12,360173,227,1249027
1.43E+12,247061,available,0
1.44E+12,202835,915,325894 1325686 604620 994670 938027
1.43E+12,262138,917,477183
1.44E+12,272563,790,n173880.000
1.43E+12,56763,categoryid,1663
1.43E+12,227628,790,n55200.000
1.43E+12,30024,6,774477 17432 150169 1057788
1.43E+12,115244,790,n18480.000
1.44E+12,121318,1037,769062
1.43E+12,199952,790,n16560.000
1.44E+12,329693,120,803915 923584 1062064 62852 945042
1.44E+12,267839,28,150169 274770 79212
1.44E+12,102229,888,1058682 1025080 n118200.000 n30.000 1135780
1.44E+12,161166,available,1
1.43E+12,135251,996,n1800.000
1.43E+12,181576,available,1
1.44E+12,37583,888,1907 1324053 162918 n24.000 1128577 n12.000 575349 1284577 206386
1.44E+12,391289,available,1
1.44E+12,305786,900,n720.000 424566
1.43E+12,395153,790,n38760.000
1.43E+12,385769,348,23569
1.43E+12,466501,790,n425880.000
1.44E+12,107853,888,1122694 710086 1284577 635635
1.44E+12,57284,888,447296 234049 n61200.000
1.44E+12,262159,451,1141052 n48.000 140719 553394
1.44E+12,58729,581,472016 472016 1021749 472016 181384 1041261 191208
1.43E+12,294632,159,519769
1.43E+12,250658,available,1
1.43E+12,71846,categoryid,523
1.43E+12,367667,categoryid,1404
1.43E+12,296594,364,129786
1.44E+12,355994,790,n191160.000
1.43E+12,357579,566,269011 n780.000 424566
1.43E+12,367447,893,n12.000
1.43E+12,383488,605,769062
1.44E+12,350629,529,769062
1.44E+12,196038,928,726612
1.44E+12,5206,categoryid,381
1.44E+12,239020,categoryid,491
1.43E+12,113646,456,n18.000 525396
1.43E+12,156993,810,769062
1.44E+12,88318,928,769062
1.43E+12,134118,790,n121560.000
1.43E+12,216695,283,1091491 686540 164186 88145 493086 615215 290891 718248 552932 1230607 215412 150169 1007761 1227735 574675 30603 811147
1.44E+12,390232,888,5135 453044 992862 951748 1137726 n21.600 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n96.000 1187104 1284577 n12.000 1072114 1284577 1186729 769062 1284577 1055803 1164666 613243 137425 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000
1.44E+12,380493,12,472016 181384
1.43E+12,376911,790,n225720.000
1.44E+12,69533,785,182472
1.43E+12,412404,790,n74280.000
1.44E+12,316444,678,559144
1.44E+12,275269,400,1297729 n720.000 1178208 n900.000 424566
1.44E+12,420960,790,n35400.000
1.43E+12,134458,698,956975 1065616
1.44E+12,303619,215,769062
1.43E+12,51354,839,1115724
1.44E+12,299044,790,n39720.000
1.43E+12,385201,364,731779
1.43E+12,383336,764,1285872
1.43E+12,122834,688,901881 729388
1.43E+12,377474,208,769062 414047 1078259
1.44E+12,259487,159,519769
1.44E+12,202835,790,n70200.000
1.44E+12,103076,976,n40.800 1135780
1.43E+12,361103,529,769062
1.43E+12,123990,764,1285872
1.43E+12,183178,888,828577 713933
1.44E+12,273743,available,1
1.43E+12,291689,640,769062
1.43E+12,463280,available,1
1.44E+12,159780,790,n50964.000
1.43E+12,466472,categoryid,3
1.44E+12,257952,888,153900 363182 n12072600.000
1.43E+12,167271,678,508476
1.44E+12,98728,790,n71280.000
1.44E+12,46130,1032,703585 98606 1015535
1.44E+12,341548,1051,1312959 656844
1.43E+12,303715,71,1112205 824998
1.44E+12,277276,346,950805 796037 986361
1.44E+12,329693,978,1003915 856768 116566 940076 677003 17670 1010684 314197 1066164 647240
1.43E+12,65889,696,717520 1240261
1.43E+12,227628,6,598588 150169 410229 150169 112336
1.44E+12,128394,451,1141052 n36.000 140719 553394
1.43E+12,174172,112,679677
1.44E+12,58729,496,357961 986363 357961 986363 363182 357961 549517
1.44E+12,34435,available,0
1.43E+12,324624,776,552988
1.44E+12,315545,available,0
1.43E+12,449646,678,833538
1.44E+12,336393,790,n38520.000
1.43E+12,431148,available,0
1.43E+12,5206,521,769062
1.43E+12,156993,550,769062
1.43E+12,188148,available,1
1.43E+12,81470,112,679677
1.43E+12,143486,810,769062
1.43E+12,96924,188,n3600.000 10317
1.44E+12,91452,839,459906
1.43E+12,102986,227,188678 1235560 237874 302848 150169 1263524
1.44E+12,170751,202,910630
1.44E+12,143486,available,0
1.44E+12,200537,790,n259680.000
1.44E+12,82174,400,1297729 n720.000 1178208 n900.000 424566
1.43E+12,150318,790,n54120.000
1.44E+12,60376,available,0
1.44E+12,213464,663,1297729 n108.000 1178208 n132.000 606827
1.43E+12,459109,978,769062
1.43E+12,304877,888,754491 1107526
1.43E+12,297513,283,211353 637689 1306911 99532
1.44E+12,293687,790,n39000.000
1.43E+12,256368,776,988640
1.44E+12,256368,available,0
1.44E+12,338130,447,440924 76225 1252024 260167
1.43E+12,253353,581,191208
1.44E+12,167587,available,0
1.44E+12,337348,790,n77160.000
1.43E+12,49347,available,0
1.44E+12,329693,888,676719
1.44E+12,58869,1032,98606 1015535
1.44E+12,46130,available,1
1.44E+12,212956,900,n324.000 424566
1.44E+12,156489,888,80553
1.44E+12,304877,790,n37800.000
1.43E+12,178496,846,769062
1.44E+12,462203,888,244081 363182 422480 635635
1.44E+12,276105,678,367680
1.43E+12,158829,678,191896
1.44E+12,30024,678,6517 1009260
1.43E+12,323147,698,956975 1065616
1.43E+12,47352,71,150169 276537
1.44E+12,69533,790,n95760.000
1.44E+12,102229,283,537209 1055803 1058682 1025080 n118200.000 468731 269774 380713 460346 410200 237874 43441 16970 857932 990716 80043 537209 1055803 1058682 n108000.000 375545 717971 228574 379482 694987 703408 1243756 971212 666094 509255 1226181
1.44E+12,182099,188,1297729 n600.000 1178208 n1200.000 10317
1.44E+12,167484,698,727274 9705
1.44E+12,385376,available,1
1.44E+12,44220,888,294352 422480 616467
1.43E+12,348196,1036,726612 1052282 86628
1.43E+12,356283,202,1241408
1.43E+12,379264,790,n24720.000
1.44E+12,115244,837,769062
1.44E+12,332761,790,n250680.000
1.43E+12,444951,451,1141052 n48.000
1.43E+12,7438,790,n70680.000
1.44E+12,165348,790,n11280.000
1.44E+12,392392,810,n288.000 424566
1.44E+12,334432,available,1
1.44E+12,30513,888,898004 1020928 373898 784581 1203131 1297729 n36.000 350726 30603 832471
1.43E+12,71846,6,827388
1.43E+12,436461,566,269011 n780.000 424566
1.43E+12,47457,545,769062
1.43E+12,325262,790,n65400.000
1.44E+12,12523,451,680408
1.44E+12,394254,888,581321 1131057 1318567
1.43E+12,361103,451,1141052 n48.000
1.44E+12,461301,790,n6000.000
1.44E+12,67182,790,n46680.000
1.44E+12,302948,581,472016 472016 181384 1041261 191208
1.44E+12,161346,888,93254 877067 176870
1.44E+12,436461,397,n24.000
1.44E+12,72011,available,0
1.44E+12,138114,888,n24.000 459719
1.43E+12,331725,790,n71040.000
1.43E+12,429870,965,n7200.000 2943
1.44E+12,204785,400,n552.000 639502 n720.000 424566
1.44E+12,93144,available,1
1.44E+12,59691,490,243742 647527 162165
1.44E+12,171959,839,642386
1.44E+12,255708,available,1
1.43E+12,67627,364,870077
1.44E+12,336393,764,1285872
1.44E+12,50048,790,n278280.000
1.44E+12,198209,888,1051803 1059499 n713162556.000 992862 677128 221748 1185589 n25.920 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n24.000 1187104 1284577 n12.000 1175087 n3840.000 1187104 1284577 491900 1284577 992862 625815 1119999 1284577 1141052 n24.000 288796 1284577 842796 1154859
1.44E+12,388097,available,0
1.43E+12,165035,678,1145701
1.44E+12,343537,1036,1154859
1.44E+12,182642,888,648485 n2400.000 1318567
1.44E+12,427923,available,1
1.44E+12,248676,888,857982 961511
1.44E+12,243355,521,769062
1.44E+12,88318,764,1285872
1.44E+12,190545,888,838163 1318567
1.44E+12,396238,400,1297729 n720.000 1178208 n900.000 424566
1.43E+12,67438,400,n696.000 424566
1.44E+12,80502,790,n45720.000
1.43E+12,328025,790,n29220.000
1.44E+12,436461,790,n547080.000
1.43E+12,324624,227,810521 458346
1.44E+12,257952,678,392514 1052766
1.44E+12,156108,available,1
1.43E+12,426298,638,n12.000
1.43E+12,65426,790,n24840.000
1.44E+12,444338,550,769062
1.43E+12,290839,283,377560 212349 849504
1.43E+12,179601,available,1
1.44E+12,328696,776,169341
1.44E+12,402110,790,n131760.000
1.43E+12,122604,888,140176
1.44E+12,47352,521,769062
1.44E+12,396238,available,1
1.44E+12,188558,790,n173280.000
1.43E+12,454672,790,n28920.000
1.44E+12,272563,888,1127335 1154859
1.43E+12,105878,283,809780 658187 1174704 n108336.000
1.44E+12,386146,790,n10920.000
1.44E+12,189429,6,305351 18800
1.43E+12,37945,839,750523 23745
1.44E+12,253615,790,n253764.000
1.44E+12,425647,595,70956
1.44E+12,268881,25,1211562
1.44E+12,305786,790,n410760.000
1.44E+12,168527,888,253573 n42000.000 1324910 1267107 160468 992862 647924 1284577 342994 1284577 n36.000 1135780 1284577 n48.000 1187104 539109 661116 1257525 1284577 n6000.000 1187104 1284577 992862 625815 1119999 1284577 842796 1284577 1076034
1.44E+12,41217,790,n75480.000
1.43E+12,93144,468,341968
1.44E+12,315543,available,0
1.44E+12,379092,839,183204 1052766
1.43E+12,268266,790,n100440.000
1.44E+12,262917,591,1116693
1.44E+12,398579,790,n413880.000
1.44E+12,443030,888,1326860 262978 1133979 86628
1.43E+12,306886,208,769062 414047 1078259
1.44E+12,356320,888,291128
1.43E+12,91249,790,n161040.000
1.44E+12,153280,364,446887
1.44E+12,259455,available,0
1.43E+12,385769,839,176870
1.43E+12,172967,776,93621
1.44E+12,261865,790,n10044.000
1.43E+12,209792,790,n11400.000
1.44E+12,360403,400,1297729 n660.000 1178208 n720.000 424566
1.44E+12,37945,available,0
1.44E+12,71846,888,853231 1330872 784581 1297729 n48.000 350726 30603 832471
1.43E+12,81470,202,1147247 1107526
1.43E+12,254477,1036,726612
1.44E+12,341548,790,n23880.000
1.44E+12,371590,790,n23760.000
1.44E+12,428805,790,n224640.000
1.44E+12,161688,790,n76080.000
1.43E+12,269430,698,505421 945042
1.44E+12,334662,790,n28200.000
1.43E+12,160259,686,769062
1.44E+12,396045,available,1
1.43E+12,156993,888,195373 91071
1.43E+12,6266,available,1
1.43E+12,298056,1066,732011 424566
1.43E+12,302303,categoryid,374
1.44E+12,257040,888,816922 422480 551231 1284577 635635
1.44E+12,292444,638,n12.000
1.44E+12,122834,790,n96840.000
1.44E+12,374673,790,n115200.000
1.44E+12,387279,790,n224280.000
1.43E+12,326449,839,568366
1.43E+12,374673,888,355557
1.44E+12,71957,available,1
1.43E+12,279976,915,320245 45447 703408 505888
1.43E+12,335975,112,679677
1.44E+12,24855,888,298807
1.43E+12,198209,790,n218040.000
1.43E+12,413990,364,238123
1.44E+12,60376,784,n300.000 686768
1.43E+12,253353,701,677966
1.43E+12,316135,available,1
1.43E+12,153935,159,519769
1.43E+12,322930,available,1
1.43E+12,295785,1092,291010
1.44E+12,281958,888,n23172.000 690687 610340 913084 834057 1128577 481453 385480 1297729 n36.000 350726 30603 832471
1.43E+12,115525,790,n57480.000
1.43E+12,319506,6,1249027 1284577 1186729 1314495
1.44E+12,183178,202,662332
1.44E+12,93144,790,n91440.000
1.43E+12,202373,790,n275880.000
1.44E+12,261320,available,0
1.44E+12,190172,1032,703585 499075 1277894 98606 535924
1.44E+12,150318,888,1265514 1224110 734600 629205
1.43E+12,59467,370,n12.000
1.44E+12,231243,available,1
1.44E+12,184370,790,n839880.000
1.43E+12,428372,506,1082131
1.44E+12,60918,available,0
1.44E+12,30024,available,1
1.43E+12,140861,888,n13308.000 1133979
1.43E+12,41932,112,679677
1.43E+12,265166,888,476398
1.44E+12,69408,available,1
1.43E+12,167271,956,769062
1.44E+12,80502,available,0
1.44E+12,451967,790,n44400.000
1.44E+12,315543,790,n75960.000
1.44E+12,241752,790,n33360.000
1.44E+12,379002,400,269011 n900.000 424566
1.43E+12,370889,790,n16560.000
1.43E+12,229257,369,494199
1.43E+12,162345,1066,n714.000 424566
1.44E+12,139898,available,0
1.44E+12,250696,888,387880 1128021
1.43E+12,324543,202,128733 520203 386700
1.43E+12,209792,713,784581
1.44E+12,386056,776,487526
1.44E+12,350629,790,n241560.000
1.44E+12,99496,928,1133979
1.44E+12,41932,790,n6120.000
1.44E+12,243355,available,1
1.44E+12,332761,888,1183340 1154859
1.43E+12,253615,478,687546
1.44E+12,28100,751,769062
1.44E+12,318871,790,n53988.000
1.44E+12,29908,964,n2640.000 1128577
1.44E+12,328025,202,1333625 237874 1087292 30603 1140693
1.43E+12,263153,140,n3840.000 1144008 1169762
1.43E+12,38796,698,1039610 1242090
1.44E+12,417464,790,n847200.000
1.43E+12,292760,678,915540
1.44E+12,319910,categoryid,282
1.43E+12,112568,550,769062
1.43E+12,426007,112,679677
1.44E+12,80299,categoryid,1277
1.44E+12,305760,790,n39240.000
1.43E+12,394254,678,1115724
1.44E+12,281442,1032,703585 98606 1015535
1.44E+12,188698,categoryid,1425
1.44E+12,161478,676,1032603
1.44E+12,269430,790,n90600.000
1.43E+12,78163,283,1037891 1318713 184014 1246092 30603 898004 1037891 958007 776607 312815 642930 21488 1029479 1080764 31477 386817 621351 30603 72261 1035303 1161933 610340 96063 707081 84394 153715 1258562 868573 493696 1075775 631857 237874 1268830
1.44E+12,99496,888,977238 771257 522237 816909 n683388.000 906640 1133979
1.43E+12,182642,available,0
1.43E+12,251467,available,1
1.44E+12,462203,630,545762
1.44E+12,14671,496,464704 826669 1176545
1.44E+12,373384,888,435907 573886 1318567
1.43E+12,138114,362,373266 424566
1.44E+12,351825,407,21098
1.43E+12,247307,available,1
1.44E+12,156094,19,n96.000 639502 n168.000 350726
1.44E+12,220530,327,530843
1.44E+12,459761,790,n37680.000
1.44E+12,84160,available,0
1.43E+12,285729,888,351505 n108.000 113919 1284577 230420
1.44E+12,464731,790,n53640.000
1.43E+12,335975,451,1141052 n48.000
1.43E+12,50467,112,679677
1.43E+12,310590,available,1
1.44E+12,390232,751,769062
1.43E+12,448817,202,579439 1003375 439385
1.44E+12,93900,available,1
1.44E+12,422948,available,0
1.44E+12,60918,342,n30.000 1175087 n30.000 1175087 n30.000 924073
1.44E+12,260256,888,864259 1063261
1.43E+12,100307,364,986961
1.43E+12,207825,888,371929 958245 435028
1.43E+12,387691,888,965009
1.43E+12,420578,888,185688
1.43E+12,244504,888,1129416 364023 961511 769062
1.43E+12,451967,112,679677
1.43E+12,122604,447,814966 333542 260167
1.44E+12,291689,790,n33288.000
1.43E+12,82452,364,535982
1.43E+12,36906,202,247218 1030007
1.44E+12,308985,790,n243840.000
1.44E+12,60214,888,675707 1154859
1.43E+12,272563,917,1127335
1.43E+12,43391,689,471783 827388
1.43E+12,86238,available,1
1.44E+12,369447,available,1
1.44E+12,141264,491,1116693
1.44E+12,450414,846,769062
1.44E+12,343861,categoryid,491
1.44E+12,63184,545,769062
1.43E+12,140141,888,1032094 334570 705498 237874 459719 639671 484436 1108539 784581 1297729 n60.000 350726 30603 832471
1.44E+12,280893,888,1190295 973082 980660 346454
1.44E+12,198620,available,0
1.44E+12,263188,888,797432 n768360360.000 1318567
1.44E+12,78978,790,n56280.000
1.43E+12,420578,159,519769
1.43E+12,272563,6,303149 1290698
1.44E+12,414460,790,n7080.000
1.44E+12,373384,available,1
1.44E+12,437302,765,769062
1.44E+12,348196,888,1124401 n16440.000 726612 1052282 86628
1.44E+12,257773,790,n186000.000
1.44E+12,13031,790,n293040.000
1.43E+12,335913,790,n24960.000
1.44E+12,462394,888,683597 n43476.000
1.43E+12,451967,152,769062
1.44E+12,346655,888,n3648.000 47996
1.44E+12,78037,839,1094296
1.43E+12,5440,1050,769062
1.43E+12,356837,776,1039852
1.44E+12,48743,888,724243 1304377 264538 998349
1.44E+12,38796,available,1
1.44E+12,350819,790,n35988.000
1.44E+12,167484,categoryid,1407
1.43E+12,72611,available,0
1.44E+12,22471,159,519769
1.43E+12,20192,671,769062
1.44E+12,334432,839,357677 1296497
1.43E+12,347657,available,1
1.43E+12,430845,364,221314
1.43E+12,332761,227,1249027
1.43E+12,412404,917,1162614
1.43E+12,88318,686,769062
1.44E+12,55364,888,11996 n126072.000 26820 655992 150169 138242 784581 1297729 n24.000 350726 30603 832471
1.43E+12,240421,888,365160 n11854.080
1.44E+12,199810,available,0
1.43E+12,45121,790,n64440.000
1.44E+12,137633,available,0
1.43E+12,433165,202,689303
1.43E+12,337358,available,1
1.44E+12,86238,225,1066831 n21600.000 1066831 n22800.000 1066831 n10800.000 580224 951585 973211 1046037
1.44E+12,261793,790,n2640.000
1.43E+12,245879,6,784788 1033990
1.43E+12,328696,790,n189240.000
1.43E+12,73593,available,0
1.43E+12,328696,categoryid,1051
1.43E+12,261320,713,784581
1.44E+12,426007,839,456464
1.44E+12,319992,790,n191760.000
1.44E+12,281958,202,n23172.000 690687 610340 913084 834057
1.43E+12,429870,159,519769
1.44E+12,367490,790,n46320.000
1.44E+12,347013,962,664227 1305534 664227
1.43E+12,426298,888,451929 599442 651004 1284577 476705
1.43E+12,306260,790,n146400.000
1.43E+12,80622,231,769062
1.43E+12,242567,available,1
1.44E+12,292760,888,1275486 961511 1284577 230420 868285
1.43E+12,388242,400,1133587 424566
1.43E+12,58729,809,769062
1.43E+12,209792,888,776207
1.43E+12,463280,1000,871215 1022520
1.44E+12,75994,790,n302520.000
1.43E+12,105334,790,n247320.000
1.44E+12,96776,400,n552.000 639502 n720.000 424566
1.44E+12,262799,546,769062
1.44E+12,67486,400,n552.000 639502 n720.000 424566
1.43E+12,328901,available,1
1.43E+12,262159,283,1037891 127431 1059499 n713162508.000 127431 730175 n360.000 312815 1178058 1037891 1244358 157939 386817 983499 30603 615344 520279 855390 718248 94244 493696 150169 1138498 868573 30603 150169 1256252 200595 98614 237874 312815 1037891 1215254 646928 434503 1004914 614681
1.43E+12,276704,888,683597 500040 n60.000 807959 n14400.000 10317
1.44E+12,412312,888,330236 291334
1.43E+12,146700,275,769062
1.43E+12,380511,595,769062
1.43E+12,367447,283,780351 801383 1079844 1069567 1331501 1182824 801383 1079844 1069567 224903 668500 653611 973230 331065 373898 157939 159560 30603 657862 1158829 113294 761457 1144520 458782 1158829 717971 1249104 918358 165592 n112.200 1144008 913084 1225619 5041 72261 30603 325677 1076527
1.44E+12,77884,566,1292634 n780.000 424566
1.43E+12,161688,888,951748 685028 1074999 n42.000 1135780 285674
1.43E+12,398012,764,1285872
1.43E+12,425726,790,n120360.000
1.44E+12,466501,42,769062
1.44E+12,267010,790,n84120.000
1.43E+12,94198,790,n154080.000
1.43E+12,19003,776,696966
1.43E+12,190545,348,530843
1.43E+12,50329,28,150169 610517
1.44E+12,351825,available,1
1.44E+12,70277,62,530843
1.43E+12,14858,283,1136515 428164 1080067 1046441 879617 1136515 408257 1065616 1080067 1046441 1322107 3110 150169 168506 30603 989750 23485 245107 30603 986284 658406 493696 373898 784581 1277294 1190694 1222090 4854 167743 30603 139241 237874 963546
1.44E+12,10620,978,684814 521119 1010684 234274
1.43E+12,83791,available,1
1.44E+12,275269,790,n963240.000
1.43E+12,463941,566,1178208 n780.000 424566
1.44E+12,343878,720,1297729 n13.200 1178208 n18.000 404373
1.44E+12,5440,227,257131
1.44E+12,204785,457,362953
1.44E+12,316753,364,556016
1.43E+12,225083,1032,769062
1.43E+12,21989,888,223597 n1440.000 707081 n228.000
1.44E+12,319992,6,977762
1.43E+12,201940,364,1089829
1.44E+12,374841,364,828536
